What can you see?,你能看到什么？,常用短语,短语,2025-11-12
I can see a bird,我能看到一只小鸟,常用短语,短语,2025-11-12
two,二,基础词汇,单词,2025-11-12
what,什么,基础词汇,单词,2025-11-12
frog,青蛙,基础词汇,单词,2025-11-12
in a hat,在一个帽子里,常用短语,短语,2025-11-12
ruler,尺子,基础词汇,单词,2025-11-15
eraser,橡皮,基础词汇,单词,2025-11-15
new,新的,基础词汇,单词,2025-11-15
what color is it?,它是什么颜色,常用短语,短语,2025-11-22
it,它,基础词汇,单词,2025-11-22
on,在..上,基础词汇,单词,2025-11-22
orange,橘子,基础词汇,单词,2025-11-22
this,这,基础词汇,单词,2025-11-26
that,那,基础词汇,单词,2025-11-26
he,他,基础词汇,单词,2025-11-26
she,她,基础词汇,单词,2025-11-26
brother,哥哥，兄弟,基础词汇,单词,2025-11-26
This is a dog,这是一只狗,常用短语,短语,2025-11-26
That is a frog,那是一只青蛙,常用短语,短语,2025-11-26
he is your brother,他是你的哥哥,常用短语,短语,2025-11-26
eleven,十一,基础词汇,单词,2025-12-03
twelve,十二,基础词汇,单词,2025-12-03
thirteen,十三,基础词汇,单词,2025-12-03
fourteen,十四,基础词汇,单词,2025-12-03
fifteen,十五,基础词汇,单词,2025-12-03
sixteen,十六,基础词汇,单词,2025-12-03
seventeen,十七,基础词汇,单词,2025-12-03
eighteen,十八,基础词汇,单词,2025-12-03
nineteen,十九,基础词汇,单词,2025-12-03
twenty,二十,基础词汇,单词,2025-12-03
when,在...时候,基础词汇,单词,2025-12-03
where,在...地方,基础词汇,单词,2025-12-03
bear,熊,基础词汇,单词,2025-12-03
bee,蜜蜂,基础词汇,单词,2025-12-03
sweater,毛衣,基础词汇,单词,2025-12-11
coat,大衣,基础词汇,单词,2025-12-11
dress,连衣裙,基础词汇,单词,2025-12-11
shirt,衬衫,基础词汇,单词,2025-12-11
I’m wearing a dress,我穿着连衣裙,常用短语,短语,2025-12-11
I’m wearing a sweater,我穿着毛衣,常用短语,短语,2025-12-11
his,他的,基础词汇,单词,2025-12-18
This is your gift,这是你的礼物,常用短语,短语,2025-12-18
her,她的,基础词汇,单词,2025-12-18
your,你的,基础词汇,单词,2025-12-18
long time no see,好久不见,常用短语,短语,2025-12-24
student,学生,基础词汇,单词,2025-12-24
teacher,老师,基础词汇,单词,2025-12-24
fly away,飞走,常用短语,短语,2026-01-07
hang on the tree,挂在树上,常用短语,短语,2026-01-07
balloon,气球,基础词汇,单词,2026-01-07
I want two dolls,我要两个布娃娃,常用短语,短语,2026-01-07
purple,紫色,基础词汇,单词,2026-01-07
shoulders,肩膀（复数）,基础词汇,单词,2026-01-07
knees,膝盖（复数）,基础词汇,单词,2026-01-07
toes,脚趾（复数）,基础词汇,单词,2026-01-07
feet,脚（复数）,基础词汇,单词,2026-01-07
foot,脚（单数）,基础词汇,单词,2026-01-07
two feet,两只脚,常用短语,短语,2026-01-07
one foot,一只脚,常用短语,短语,2026-01-07
arms,胳膊（复数）,基础词汇,单词,2026-01-07
helicopter,直升机,基础词汇,单词,2026-01-21
train,火车,基础词汇,单词,2026-01-21
taxi,出租车,基础词汇,单词,2026-01-21
ship,船,基础词汇,单词,2026-01-21
bike,自行车,基础词汇,单词,2026-01-21
is this a bike?,这是一个自行车么,常用短语,短语,2026-01-21
taste,品尝,基础词汇,单词,2026-01-24
"No, it isn't.",不，它不是,常用短语,短语,2026-01-24
map,地图,基础词汇,单词,2026-01-28
marker,记号笔,基础词汇,单词,2026-01-28
globe,世界，地球仪,基础词汇,单词,2026-01-28
board,板子,基础词汇,单词,2026-01-28
wastebasket,废纸篓,基础词汇,单词,2026-01-28
poster,海报,基础词汇,单词,2026-01-28
crayon,蜡笔，粉笔,基础词汇,单词,2026-01-28
take out your book,取出你的书本,常用短语,短语,2026-01-29
open your book,打开你的书本,常用短语,短语,2026-01-29
close your book,合上你的书本,常用短语,短语,2026-01-29
put away your book,收好你的书本,常用短语,短语,2026-01-29
at the park,在公园,常用短语,短语,2026-01-29
brown,棕色,基础词汇,单词,2026-02-05
what color is this?,这是什么颜色,常用短语,短语,2026-02-05
square,正方形,基础词汇,单词,2026-03-05
triangle,三角形,基础词汇,单词,2026-03-05
circle,圆形,基础词汇,单词,2026-03-05
star,星形,基础词汇,单词,2026-03-05
diamond,菱形,基础词汇,单词,2026-03-05
heart,心形,基础词汇,单词,2026-03-05
oval,椭圆形,基础词汇,单词,2026-03-05
rectangle,长方形,基础词汇,单词,2026-03-05
Is it a red bag?,这是一个红色的包么,常用短语,短语,2026-03-05
pick up your pencil,拿出你的铅笔,常用短语,短语,2026-03-05
draw a triangle,画出一个三角形,常用短语,短语,2026-03-05
gate,大门,基础词汇,单词,2026-03-05
open the gate,打开大门,常用短语,短语,2026-03-05
friend,朋友,基础词汇,单词,2026-03-07
pencil,铅笔,基础词汇,单词,2026-03-07
desk,书桌,基础词汇,单词,2026-03-07
green,绿色,基础词汇,单词,2026-03-07
notebook,笔记本,基础词汇,单词,2026-03-07
pencil case,铅笔盒,基础词汇,单词,2026-03-07
close the gate,关上大门,常用短语,短语,2026-03-07
This is my friend,这是我的朋友,常用短语,短语,2026-03-07
let's play,让我们玩吧,常用短语,短语,2026-03-07
how many crayons? One crayon,有几只蜡笔，1只蜡笔,常用短语,短语,2026-03-11
how many pencil cases?,有几个铅笔盒,常用短语,短语,2026-03-11
Three pencil cases,3个铅笔盒,常用短语,短语,2026-03-11
computer,电脑,基础词汇,单词,2026-03-12
video games,电子游戏,常用短语,短语,2026-03-12
cell phones,手机,常用短语,短语,2026-03-12
what are these?,这些是什么,常用短语,短语,2026-03-12
They're CDs,他们是CD,常用短语,短语,2026-03-12
what's this?,这是什么,常用短语,短语,2026-03-12
it's a cell phone,它是手机,常用短语,短语,2026-03-12
these,这些,基础词汇,单词,2026-03-12
there,那里,基础词汇,单词,2026-03-12
those,那些,基础词汇,单词,2026-03-12
this,这个,基础词汇,单词,2026-03-12
that,那个,基础词汇,单词,2026-03-12
point to a computer,指着一个电脑,常用短语,短语,2026-03-19
find the video games,找到电子游戏,常用短语,短语,2026-03-19
count the video game,数电子游戏,常用短语,短语,2026-03-19
look at desks,看，桌子,常用短语,短语,2026-03-19
people at home,人在家,常用短语,短语,2026-03-19
It's nice to meet you,很高兴见到你,常用短语,短语,2026-03-19
who's she?,她是谁,常用短语,短语,2026-03-21
who is he?,他是谁,常用短语,短语,2026-03-21
He's my grandfather,他是我的爷爷,常用短语,短语,2026-03-21
She is my baby sister,她是我的妹妹,常用短语,短语,2026-03-21
He's my brother,他是我的哥哥,常用短语,短语,2026-03-21
tall,高的,基础词汇,单词,2026-03-25
short,矮的,基础词汇,单词,2026-03-25
old,老的,基础词汇,单词,2026-03-25
young,年轻的,基础词汇,单词,2026-03-25
handsome,英俊的,基础词汇,单词,2026-03-26
pretty,美丽的,基础词汇,单词,2026-03-26
She is tall,她是高个子的,常用短语,短语,2026-03-26
say the alphabet,说出字母表,常用短语,短语,2026-04-01
I'm seven years old,我7岁了,常用短语,短语,2026-04-01
song,歌曲,基础词汇,单词,2026-04-02
sing a song,唱一首歌,常用短语,短语,2026-04-02
now,现在,基础词汇,单词,2026-04-02
today,今天,基础词汇,单词,2026-04-02
am,是,基础词汇,单词,2026-04-02
I am,我是,常用短语,短语,2026-04-02
I'm,我是,常用短语,短语,2026-04-02
I,我,基础词汇,单词,2026-04-02
baseball,棒球,基础词汇,单词,2026-04-02
bicycle,自行车,基础词汇,单词,2026-04-02
puzzle,拼图,基础词汇,单词,2026-04-08
robot,机器人,基础词汇,单词,2026-04-08
bat,球棒,基础词汇,单词,2026-04-08
what is it,它是什么,常用短语,短语,2026-04-08
it's a kite,它是一个风筝,常用短语,短语,2026-04-08
round,圆的,基础词汇,单词,2026-04-09
square,方的,基础词汇,单词,2026-04-09
ride a bicycle,骑自行车,常用短语,短语,2026-04-11
catch a ball,接球,常用短语,短语,2026-04-11
peg,挂钩,基础词汇,单词,2026-04-11
they're pretty,他们真美丽,常用短语,短语,2026-04-11
how's the weather?,天气咋样,常用短语,短语,2026-04-15
It's rainy,天气是下雨的,常用短语,短语,2026-04-15
It's sunny,天气是晴朗的,常用短语,短语,2026-04-15
windy,刮风的,基础词汇,单词,2026-04-15
cloudy,阴天的,基础词汇,单词,2026-04-15
snowy,下雪的,基础词汇,单词,2026-04-15
there is a cloud,有一朵云,常用短语,短语,2026-04-16
there are three puddles,有三个水坑,常用短语,短语,2026-04-16
how many trees are there?,有多少棵树,常用短语,短语,2026-04-16
under,在...下面,基础词汇,单词,2026-04-22
by,在...旁边,基础词汇,单词,2026-04-22
on,在...上面,基础词汇,单词,2026-04-22
It's by the tree,它在树旁边,常用短语,短语,2026-04-22
where is the bicycle?,自行车在哪,常用短语,短语,2026-04-22
It's on the table,它在桌上,常用短语,短语,2026-04-22
It's under the table,它在桌子下,常用短语,短语,2026-04-22
Where are the bugs?,虫子在哪里,常用短语,短语,2026-04-22
They are on the trees,他们在树上,常用短语,短语,2026-04-22
bib,围嘴,基础词汇,单词,2026-04-23
pit,坑,基础词汇,单词,2026-04-23
igloo,冰屋,基础词汇,单词,2026-04-23
dig,挖,基础词汇,单词,2026-04-23
make,做,基础词汇,单词,2026-04-23
dig a big pit by the igloo,在冰屋旁挖个大坑,常用短语,短语,2026-04-25
in the snow,在雪中,常用短语,短语,2026-04-25
let's make an igloo,让我们做个冰屋吧,常用短语,短语,2026-04-25
this is a big pit,这是一个大坑,常用短语,短语,2026-04-25
how many flowers are there?,有多少朵花,常用短语,短语,2026-04-25
there are four flowers,有4朵花,常用短语,短语,2026-04-25
these are big trees,这些是大树,常用短语,短语,2026-04-25
where's the jump rope?,跳绳在哪里,常用短语,短语,2026-04-25
you are welcome,不用谢,常用短语,短语,2026-05-07
thank you very much,非常感谢,常用短语,短语,2026-05-07
a soda,一罐苏打水,常用短语,短语,2026-05-07
a milkshake,一份奶昔,常用短语,短语,2026-05-07
a cookie,一个曲奇,常用短语,短语,2026-05-07
a sandwich,一个三明治,常用短语,短语,2026-05-07
what do you want?,你想要什么,常用短语,短语,2026-05-09
I want a cookie,我想要一个饼干,常用短语,短语,2026-05-09
I want rice,我想要米饭,常用短语,短语,2026-05-09
I don't want bread,我不想要面包,常用短语,短语,2026-05-09
favorite,最喜欢,基础词汇,单词,2026-05-16
about,关于,基础词汇,单词,2026-05-16
what's your favorite color?,你最喜欢的颜色是什么,常用短语,短语,2026-05-16
I like blue,我喜欢蓝色,常用短语,短语,2026-05-16
what about you,你呢,常用短语,短语,2026-05-16
playground,操场,基础词汇,单词,2026-05-21
it's on the playground,它在操场,常用短语,短语,2026-05-21
is it on the umbrella,它在雨伞上么,常用短语,短语,2026-05-21
where is my bug?,我的虫子在哪里,常用短语,短语,2026-05-21
is it under the tub,它在浴缸下面么,常用短语,短语,2026-05-21
there it is,它在那里,常用短语,短语,2026-05-21
How are you? ,你好么？,常用短语,短语,2026-05-23
"See you later, alligator",一会见,常用短语,短语,2026-05-23
sharpener,卷笔刀,基础词汇,单词,2026-05-23
workbook,练习册,基础词汇,单词,2026-05-23
paper clip,回形针,基础词汇,单词,2026-05-27
calendar,日历,基础词汇,单词,2026-05-27
Are these doors? ,这些是门么？,常用短语,短语,2026-06-03
Are those paper clips? ,那些是回形针么？,常用短语,短语,2026-06-03
"No, they aren't",不，他们不是,常用短语,短语,2026-06-03
point to the clock,指着闹钟,常用短语,短语,2026-06-03
hop on the map,在地图上单脚跳,常用短语,短语,2026-06-03
not hop on the broom,不要在扫帚上单脚跳,常用短语,短语,2026-06-03
I need the name of the man on the moon,我需要月亮上的人的名字,常用短语,短语,2026-06-03
there is,有（单数）,常用短语,短语,2026-06-04
there are,有（复数）,常用短语,短语,2026-06-04
they,他们,基础词汇,单词,2026-06-03
whose bag is that?,那是谁的包,常用短语,短语,2026-06-06
I don't know,我不知道,常用短语,短语,2026-06-06
know,知道,基础词汇,单词,2026-06-06
Is it Rainbow's bag?,它是彩虹的包么？,常用短语,短语,2026-06-06
"No, it isn't her bag",不，它不是她的包,常用短语,短语,2026-06-06
mop,拖把,基础词汇,单词,2026-06-06
broom,扫帚,基础词汇,单词,2026-06-06
a key,一把钥匙,基础词汇,单词,2026-06-06
a candy bar,一个糖果棒,基础词汇,单词,2026-06-06
a comic book,一本漫画书,基础词汇,单词,2026-06-06
a comb,一把梳子,基础词汇,单词,2026-06-06
a coin,一枚硬币,基础词汇,单词,2026-06-10
a brush,一把刷子,基础词汇,单词,2026-06-10
a tissue,一盒面巾纸,基础词汇,单词,2026-06-10
what do you have in your bag?,你包里有什么,常用短语,短语,2026-06-10
I have a comb,我有一把梳子,常用短语,短语,2026-06-10
three,三,基础词汇,单词,2026-06-10
a camera,一个照相机,基础词汇,单词,2026-06-13
a keychain,一个钥匙链,基础词汇,单词,2026-06-13
a music player,一个音乐播放器,基础词汇,单词,2026-06-13
a calculator,一个计算器,基础词汇,单词,2026-06-13
a train pass,一个火车票,基础词汇,单词,2026-06-13
a lunch box,一个午餐盒,基础词汇,单词,2026-06-13
a wallet,一个钱包,基础词汇,单词,2026-06-13
what does he have,他有什么,常用短语,短语,2026-06-17
what do you have,你有什么,常用短语,短语,2026-06-17
she has a key chain,她有一个钥匙链,常用短语,短语,2026-06-17
has,有（三单）,基础词汇,单词,2026-06-17
do,做,基础词汇,单词,2026-06-17
does,做（三单）,基础词汇,单词,2026-06-17
"Does she have an umbrella? Yes, she does.",她有雨伞么？是的，她有。,常用短语,短语,2026-06-24
"Does he have a lunch box? No, he doesn't.",他有午餐盒么？不，他没有,常用短语,短语,2026-06-24
"Do you have a train pass? Yes, I do.",你有火车票么？是的，我有,常用短语,短语,2026-06-24
take a picture,照相,常用短语,短语,2026-06-24
fan,电风扇,基础词汇,单词,2026-06-24
five,五,基础词汇,单词,2026-06-24
fork,叉子,基础词汇,单词,2026-06-24
van,货车,基础词汇,单词,2026-06-24
The fox feels fine on his visit to the van,狐狸去参观货车感觉很高兴,常用短语,短语,2026-06-25
"The van's very hot, the fox loves the fan",货车里很热，狐狸很喜欢这个风扇,常用短语,短语,2026-06-25
but,但是,常用短语,短语,2026-06-25
want,想/想要,常用短语,短语,2026-06-25
she feels fine,她感觉很好,常用短语,短语,2026-06-27
"She has five fans, five forks, and five violins, too.",她也有五个风扇，五个叉子和五个小提琴,常用短语,短语,2026-06-27
"Faith has one van, but she wants five",Faith 有一个货车，但她希望有五个,常用短语,短语,2026-06-27
they're paper clips,他们是回形针,常用短语,短语,2026-06-27
what's wrong,出什么事了？,常用短语,短语,2026-07-04
I can't find my book,我找不到我的书了,常用短语,短语,2026-07-04
is it in your desk?,它在你的书桌里么,常用短语,短语,2026-07-04
"Here it is, I can see it, it's under my chair",在这里，我能看到它，它在椅子下面,常用短语,短语,2026-07-04
I can't hear the teacher,我听不到老师,常用短语,短语,2026-07-04
I can't reach the bookshelf,我够不到书架,常用短语,短语,2026-07-04
ride a pony,骑小马,常用短语,短语,2026-07-08
do a magic trick,变魔术,常用短语,短语,2026-07-08
play the piano,弹钢琴,常用短语,短语,2026-07-08
play hopscotch,玩跳房子游戏,常用短语,短语,2026-07-08
play with a yo-yo,玩yoyo球,常用短语,短语,2026-07-08
do a cartwheel,做个侧手翻,常用短语,短语,2026-07-08
do a somersault,翻跟头,常用短语,短语,2026-07-08
jump rope,跳绳,常用短语,短语,2026-07-08
me,我（宾格）,基础词汇,单词,2026-07-11
him,他（宾格）,基础词汇,单词,2026-07-11
we,我们,基础词汇,单词,2026-07-11
us,我们（宾格）,基础词汇,单词,2026-07-11
them,他们（宾格）,基础词汇,单词,2026-07-11
"look at him, he can do a magic trick",看他，他能变魔术,常用短语,短语,2026-08-22
"look at me, I can climb a tree",看我，我能爬树,常用短语,短语,2026-08-22
"look at her, she can swim",看她，她能游泳,常用短语,短语,2026-08-22
sing,唱歌,基础词汇,单词,2026-08-22
skip,蹦，跳,基础词汇,单词,2026-08-22
paint,画画/上色,基础词汇,单词,2026-08-22
dance,跳舞,基础词汇,单词,2026-08-22
they can read,他们能阅读,常用短语,短语,2026-08-22
"can they skip? yes, they can",他们能跳么？是的，可以,常用短语,短语,2026-08-22
use chopsticks,用筷子,常用短语,短语,2026-08-22
speak english,说英语,常用短语,短语,2026-08-22
long,长的,基础词汇,单词,2026-08-22
little,小的,基础词汇,单词,2026-08-22
race,赛跑,基础词汇,单词,2026-08-22
"the lion runs like the rabbit, he loves to race at night",狮子跑起来像兔子，他喜欢晚上出来赛跑,常用短语,短语,2026-08-22
"Lions really love to run, and stop at the red light",狮子真的喜欢跑，在红灯停下,常用短语,短语,2026-08-22
"me, too",我也是,常用短语,短语,2026-08-22
look at me,看我,常用短语,短语,2026-08-22
"I like to ride bicycles. Me too! Let's ride.",我喜欢骑自行车。我也是，让我们一起骑,常用短语,短语,2026-08-22
let us / let's,让我们,常用短语,短语,2026-08-22
"Look at me, I can run. Let's race.",看我，我能跑步，我们一起比赛吧,常用短语,短语,2026-08-22
"What's the matter, Scott? I'm sick. Oh, no! That's too bad",怎么了，Scott？我生病了。哦不，太糟糕了,常用短语,短语,2026-08-22
